Prompt,Response
Write a python function to check whether the count of divisors is even. https://www.w3resource.com/python-exercises/basic/python-basic-1-exercise-24.php,"""""""
def is_even_divisors(n):
    count = 0
    for i in range(1, n+1):
        if n % i == 0:
            count += 1
    return count % 2 == 0

print(is_even_divisors(10)) # True"
Write a python function to find the sum of all odd length subarrays. https://www.geeksforgeeks.org/sum-of-all-odd-length-subarrays/,"""""""
def sumOddLengthSubarrays(arr):
    n = len(arr)
    res = 0
    for i in range(n):
        for j in range(i, n):
            if (j - i + 1) % 2 != 0:
                for k in range(i, j + 1):
                    res += arr[k]
    return res

arr = [1, 4, 2, 5, 3]
print(sumOddLengthSubarrays(arr))"
Write a function to convert rgb color to hsv color. https://www.geeksforgeeks.org/program-change-rgb-color-model-hsv-color-model/,"""""""
def rgb_to_hsv(r, g, b):
    r, g, b = r/255.0, g/255.0, b/255.0
    cmax = max(r, g, b)
    cmin = min(r, g, b)
    delta = cmax - cmin

    if cmax == cmin:
        h = 0
    elif cmax == r:
        h = (60 * ((g - b) / delta) + 360) % 360
    elif cmax == g:
        h = (60 * ((b - r) / delta) + 120) % 360
    elif cmax == b:
        h = (60 * ((r - g) / delta) + 240) % 360

    if cmax == 0:
        s = 0
    else:
        s = (delta / cmax) * 100

    v = cmax * 100

    return h, s, v"
Write a function to find the product of first even and odd number of a given list.,"""""""

def product_even_odd(lst):
    even_product = 1
    odd_product = 1
    for num in lst:
        if num % 2 == 0:
            even_product *= num
        else:
            odd_product *= num
    return even_product * odd_product"
Write a function to convert tuple string to integer tuple.,"""""""

def tuple_string_to_int_tuple(tuple_string):
    tuple_string = tuple_string.strip('()')
    tuple_list = tuple_string.split(',')
    tuple_list = [int(x) for x in tuple_list]
    return tuple(tuple_list)"
Write a function to locate the right insertion point for a specified value in sorted order.,"""""""

def find_insertion_point(arr, value):
    left = 0
    right = len(arr) - 1
    while left <= right:
        mid = (left + right) // 2
        if arr[mid] == value:
            return mid
        elif arr[mid] < value:
            left = mid + 1
        else:
            right = mid - 1
    return left"
Write a function that matches a string that has an a followed by three 'b'.,"""""""

import re

def match_string(string):
    pattern = re.compile(r'a(b){3}')
    match = pattern.match(string)
    if match:
        return True
    else:
        return False"
Write a function to create a new tuple from the given string and list.,"""""""

def create_tuple(string, list):
    return (string, list)"
Write a python function to check whether every even index contains even numbers of a given list.,"""""""

def check_even_index(lst):
    for i in range(0, len(lst), 2):
        if lst[i] % 2 != 0:
            return False
    return True"
Write a function to remove tuples from the given tuple.,"""""""
def remove_tuples(tuple):
    new_tuple = ()
    for item in tuple:
        if type(item) != tuple:
            new_tuple += (item,)
    return new_tuple"
Write a python function to count the number of lists in a given number of lists.,"""""""

def count_lists(lists):
    count = 0
    for l in lists:
        if isinstance(l, list):
            count += 1
    return count"
Write a python function to find the last position of an element in a sorted array.,"""""""

def last_position(arr, x):
    left = 0
    right = len(arr) - 1
    while left <= right:
        mid = (left + right) // 2
        if arr[mid] == x:
            if mid == len(arr) - 1 or arr[mid + 1] != x:
                return mid
            else:
                left = mid + 1
        elif arr[mid] < x:
            left = mid + 1
        else:
            right = mid - 1
    return -1"
"Write a function that matches a string that has an 'a' followed by anything, ending in 'b'.","""""""

import re

def match_string(string):
    pattern = re.compile(r'a.*b$')
    return pattern.match(string)"
Write function to find the sum of all items in the given dictionary.,"""""""
def sum_dict(dictionary):
    sum = 0
    for key in dictionary:
        sum += dictionary[key]
    return sum"
Write a python function to find the sum of all odd natural numbers within the range l and r.,"""""""

def sum_odd_numbers(l, r):
    sum = 0
    for i in range(l, r+1):
        if i % 2 != 0:
            sum += i
    return sum"
Write a python function to find the sum of an array.,"""""""

def sum_array(arr):
    sum = 0
    for i in arr:
        sum += i
    return sum"
Write a function to that rotate left bits by d bits a given number. We assume that the number is 32 bit.,"""""""

def rotate_left(num, d):
    mask = 0xffffffff
    return (num << d) & mask | (num >> (32 - d))"
Write a function to remove all whitespaces from a string.,"""""""

def remove_whitespaces(string):
    return string.replace("" "", """")"
Write a python function to count the number of equal numbers from three given integers.,"""""""

def count_equal_numbers(a, b, c):
    count = 0
    if a == b:
        count += 1
    if b == c:
        count += 1
    if a == c:
        count += 1
    return count"
Write a python function to count the number of rotations required to generate a sorted array. https://www.geeksforgeeks.org/count-of-rotations-required-to-generate-a-sorted-array/,"""""""
def count_rotations(arr):
    low = 0
    high = len(arr) - 1
    while low <= high:
        mid = (low + high) // 2
        if arr[mid] > arr[mid + 1]:
            return mid + 1
        elif arr[mid] < arr[mid - 1]:
            return mid
        elif arr[mid] > arr[high]:
            low = mid + 1
        else:
            high = mid - 1
    return 0"
Write a function to check whether the given number is a perfect square or not. https://www.geeksforgeeks.org/check-if-given-number-is-perfect-square-in-cpp/,"""""""
def isPerfectSquare(n):
    # Find floating point value of 
    # square root of n. 
    sr = math.sqrt(n) 
  
    # If square root is an integer 
    return sr - math.floor(sr) == 0"
Write a function to check whether the product of numbers in a list is even or not.,"""""""

def is_product_even(numbers):
    product = 1
    for num in numbers:
        product *= num
    return product % 2 == 0"
Write a function that returns the list in a list of lists whose sum of elements is the highest.,"""""""

def highest_sum_list(list_of_lists):
    max_sum = 0
    max_list = []
    for list in list_of_lists:
        sum = 0
        for num in list:
            sum += num
        if sum > max_sum:
            max_sum = sum
            max_list = list
    return max_list"
Write a function to find maximum run of uppercase characters in the given string.,"""""""

def max_uppercase_run(string):
    max_run = 0
    current_run = 0
    for char in string:
        if char.isupper():
            current_run += 1
        else:
            max_run = max(max_run, current_run)
            current_run = 0
    max_run = max(max_run, current_run)
    return max_run"
Write a python function to find the first odd number in a given list of numbers.,"""""""

def find_first_odd_number(numbers):
    for num in numbers:
        if num % 2 != 0:
            return num
    return None"
Write a function to check if the given tuples contain the k or not.,"""""""
def check_tuple(tuples, k):
    for tup in tuples:
        if k in tup:
            return True
    return False"
Write a function to check if each element of second tuple is smaller than its corresponding element in the first tuple.,"""""""

def check_tuples(tuple1, tuple2):
    for i in range(len(tuple1)):
        if tuple1[i] > tuple2[i]:
            return False
    return True"
